,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region,Unnamed: 0
0,48189172.3,7833.030052,-1.411289043,13638.86217,10111.47791,141796.7768,35,82.76038085,162,0.500492403,0.6710937,483.0825422,552.5627133,14423.18168,548871,303285649,2.39E+11,2.1971E+14,265149998,1.41E+11,1.0771E+14,9.64E+16,1.69E+11,8.90E+13,6.70E+16,5.94E+19,1.16342E+14,6.15E+16,4.64E+19,4.12E+22,548871,5.59E-08,71856301385,7.99421E+12,1.89E-07,-5133135314,-2.29E+12,-1.24E+15,40774280317,6.86249E+11,5.62034E+15,7.28E+17,-4.63E+12,-1.92E+14,-7.18E+17,-9.68E+19,0.373865815,0.011806096,0.000807214,0.002472413,-3.05E-07,0.000139161,-3.48E-06,1,1.348849524,10.39652538,14.02334832,B,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,1,
1,800532.1342,1009.588614,-0.12300944,1134.041843,918.8794191,3512.989446,120,190.7171529,231,0.958679424,0.586057572,59.51612196,48.29227901,1159.951504,9118,440329,26788121,1844743519,542668,25857544,1560117916,1.07E+11,40601872,1885564266,1.11E+11,7.44E+12,3415974004,1.54E+11,8.77E+12,5.72968E+14,9118,-1.02E-11,5523630.076,17586735.97,1.80E-10,-349130.465,-486548.7696,-200638075.1,8304377.13,-33634882.22,3778619859,-23184355142,11019394.29,-1109206815,11930884594,-8.84E+11,0.166326107,0.001189269,0.000225251,5.85E-06,1.41E-11,-3.28E-08,2.12E-10,5,1.234157409,3.097759987,3.82312344,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,5,
2,170501.5798,465.9284858,-1.31313915,494.2479439,443.9034777,1587.639684,112,191.9670443,234,0.961862308,0.439711141,25.29042225,27.14675592,516.7960621,1942,52719,1764617,65601315,49114,1317197,43679973,1612163477,1518766,40745265,1334642605,48539089989,52416298,1412675537,45760484757,1.64E+12,1942,-3.64E-12,333467.1746,-407415.9858,-2.71E-12,-16088.77034,-74420.1879,-5290997.079,276652.2019,329478.6864,32164959.36,70889940.03,12762.56865,-4383480.491,-2357946.212,-1463866516,0.161776847,0.000299745,7.26E-05,3.58E-07,-4.85E-13,-1.73E-09,1.76E-12,6,1.113413093,3.212233259,3.576542567,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,6,
3,254698.8069,569.4669375,0.404172225,652.9052841,510.9876573,2010.897322,105,171.4139952,227,0.944028637,0.622478712,31.75318856,28.9803516,697.1682999,2901,84072,3028414,122762310,92116,2792891,102416267,4191684149,3752560,114598581,4174143433,1.69E+11,172242880,5241542093,1.89E+11,7.55E+12,2901,-9.55E-12,591977.88,686353.2714,-2.19E-11,123336.9317,-894229.062,60577035.19,827583.283,-1984608.91,143475737.4,-762946022.9,530318.6919,65866923.97,-372838026.5,29474907911,0.168678081,0.001642877,0.00026484,8.85E-06,-1.27E-10,-7.68E-08,-4.09E-10,7,1.277732005,3.079921959,3.935314861,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,7,
4,198333.1971,502.5193226,-1.482806841,538.1542871,472.2441613,1683.613227,125,192.7215582,235,0.974126779,0.4795298,26.41389996,27.55776892,557.5740515,2259,62253,2180453,85539555,59669,1634970,57252448,2252134062,1935551,52974450,1830632600,71022872454,69953909,1912975680,65006934754,2.48E+12,2259,-5.92E-12,464899.2112,-172034.9925,-9.93E-12,-9374.513944,174861.9779,-397724.9341,359460.0035,130217.7477,47238992.28,3095091.189,-161022.6165,-5495025.742,20548726.36,-428473644.3,0.161541472,0.000440412,1.34E-05,3.30E-08,2.18E-14,6.19E-10,-1.65E-15,8,1.1395679,3.128495428,3.565132965,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,8,
5,875071.7023,1055.545307,0.929364948,1304.496535,866.6178751,3745.631808,121,190.5308518,247,0.959564841,0.747438244,60.00060199,66.3268787,1321.302901,9967,661080,53506456,4829863836,598026,42899009,3623760059,3.35E+11,43625528,3269665747,2.81E+11,2.62E+13,3549643704,2.74E+11,2.37E+13,2.22073E+15,9967,1.17E-10,9659083.029,-366037.6192,-3.30E-10,3233811.039,-15636696.17,5845349627,7743607.996,-11940574.94,6492738867,-4456094836,2843479.356,5406646550,-18096999384,8.30219E+12,0.175181198,0.004610476,3.79E-05,3.20E-06,3.44E-11,2.06E-07,7.86E-12,9,1.505273054,2.871323692,4.322126182,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,9,
6,126164.1453,400.7956823,1.275124475,494.495633,327.3887043,1361.427873,91,189.0487126,241,0.971602434,0.74944561,17.81280445,25.76409186,503.7192085,1437,37023,1192075,42752031,25597,698645,23344587,858614903,577527,16429439,557582033,20636038913,14636569,430070177,14731762395,5.46E+11,1437,8.88E-13,238211.0271,-235280.3713,2.73E-12,39161.54071,92465.06653,11949566.61,121572.6444,154826.588,15481091.08,28399716.08,18093.99909,7421180.633,24958674.69,1799429213,0.174231996,0.00462912,9.09E-05,3.05E-06,-3.98E-11,-1.63E-07,-3.16E-11,10,1.510423623,2.753164603,4.158444855,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,10,
7,95171.8396,348.1042225,1.357237835,364.3815689,336.0470874,1162.108503,98,180.3164207,227,0.965271594,0.386618994,18.23431734,20.82656827,398.9683944,1084,22576,571950,16128244,19766,414830,10518214,296234144,448250,9465058,236776406,6547332100,11424656,242232392,5959063288,1.61E+11,1084,1.83E-12,101769.3948,-22526.21729,4.50E-12,3172.051661,-43029.70533,707514.3601,87830.48339,13868.38169,4685568.057,2352139.873,48065.43767,373342.9852,-5671696.711,26919706.75,0.161353908,0.000169864,2.37E-05,6.70E-08,-7.97E-14,7.86E-11,-2.80E-14,13,1.084316998,3.189262581,3.458171626,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,13,
8,144952.6819,429.6038719,-0.739371342,438.1928525,427.5316731,1474.590904,89,190.5814658,234,0.954887218,0.219243737,24.45366445,23.6820109,482.3502721,1651,39099,1145693,37588299,40373,950713,27640731,896771125,1208015,28376629,809475467,25604101297,40491191,953975383,26749027077,8.25E+11,1651,-3.63E-12,219750.0557,47738.45216,7.74E-12,-5400.826166,-119856.3316,-4798249.17,220747.2053,32544.58122,17399814.51,-320495.0823,154641.3715,2363839.192,-922517.9848,-236843313.5,0.161602869,1.58E-05,2.18E-05,6.24E-07,-2.23E-12,-1.96E-09,5.63E-13,17,1.024936584,3.365164209,3.449079908,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,17,
9,263.3907,18.31282215,1.570796327,30.60229185,0,9.37,169,169.6666667,170,1,1,0,1,28.11,3,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.049382716,0,0,0,0,0,18,inf,0.306186218,inf,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,18,
10,1755.938,47.28350346,0.88821348,600.7007302,87.45996674,118.2617716,155,187.25,207,0.073260073,0.989344045,10.1,8.85,442.2798811,20,177,4703,143979,202,4249,129065,4057459,4150,116317,3632661,115881799,106912,3259219,103520039,3347734825,20,7.11E-15,3136.55,46840.515,1.42E-14,2461.3,37999.69,1016053.823,2109.8,29871.24,811335.2715,18586286.37,22379.04,654717.589,14761383.36,368614578.2,13.115875,158.0387895,3194.930301,2978.213872,9186572.053,37421.55121,-65479.34554,28,6.868293605,0.196873028,1.352181759,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,28,
11,3160.6884,63.43747677,0.659545347,600.6983685,237.3349922,255.5964959,86,137.9444444,188,0.048192771,0.918638785,22.27777778,29.80555556,523.7989237,36,1073,36355,1243193,802,27683,967657,33984863,24184,851993,30128775,1068688349,811618,28747919,1020737353,36326969363,36,-5.68E-14,4373.638889,-101105.446,-2.13E-14,3778.944444,-67518.68827,2255266.079,6317.222222,-37197.52469,1662591.694,-45327876.8,-8615.123457,1416764.793,-30885034.32,971578922.5,8.249121228,36.25781168,623.8705849,412.1985321,207644.4313,1700.413373,-24020.57559,30,2.53101476,0.425498902,1.076944,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,30,
12,56804.5943,268.9346682,1.032154417,286.1923399,254.3354166,875.1296053,148,205.8902628,239,0.972932331,0.458514326,13.42658423,15.23802164,305.065098,647,9859,185869,3925765,8687,135865,2592309,55106077,148517,2350557,44356133,927376905,2859977,45511255,845137119,17285272447,647,4.41E-13,35637.34467,7403.897747,1.15E-12,3492.306028,-9708.454801,407563.3465,31880.26275,-6327.741773,1041948.945,-709277.3198,9814.922661,297036.2885,-764346.428,24372548.43,0.161290387,0.000358952,1.95E-05,1.03E-08,1.37E-15,1.25E-10,4.42E-15,31,1.125255553,3.057837277,3.440848376,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,31,
13,17471.5831,149.1492893,-1.462402676,359.0119375,225.6230944,1069.901889,86,124.1005025,170,0.314873418,0.777845388,8.08040201,12.81909548,329.5523711,199,2551,50831,1224967,1608,19425,430253,11743647,20334,233087,5202891,147550769,328368,3580557,75502949,2119710159,199,7.46E-14,18129.48744,108552.297,1.56E-13,-1188.105528,49978.96182,509087.2649,7340.713568,-8375.74685,577005.1613,4221128.361,45429.27219,-193060.9844,4322295.997,30201707.8,0.643170652,0.077822325,0.092258705,0.06132433,-0.000224747,-0.002861179,0.004607197,34,1.591202082,2.980129008,4.741987482,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,34,
14,6848.1582,93.37743747,0.961096052,1229.148747,335.2882827,597.4635824,51,120.1538462,194,0.031655844,0.962076187,20.84615385,44.16666667,960.916228,78,3445,210583,15361219,1626,108266,8719076,743917454,65598,5306494,465801640,41710872814,3400884,298117760,26968604642,2.46E+12,78,5.40E-13,58428.83333,899256.2222,5.68E-13,36451,1109392.051,63386383.08,31702.15385,889522.6923,53378917.8,2361053598,711682.0473,44761996.7,1955116161,96864541291,14.81442919,162.8801264,3455.456643,2256.89205,6153890.582,26861.67247,1360971.566,39,3.665946025,0.486079153,1.78193994,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,39,
15,100966.435,358.5449173,0.125841196,371.4154963,348.3791358,1179.516692,139,197.2556522,240,0.972927242,0.346697903,19.83478261,17.25391304,397.5354324,1150,19842,441924,11109186,22810,395252,8826994,222464402,565150,9769786,214219108,5295782548,15684394,269909480,5782666702,1.39E+11,1150,1.53E-12,99571.85739,48259.39416,-8.31E-13,1690.243478,3200.902442,440884.602,112718.6087,-48314.18042,6028383.328,-6586874.918,3268.40983,172293.9064,-1606758.713,64948442.6,0.160522092,0.000105354,1.86E-05,2.08E-08,-9.53E-17,2.06E-10,-1.29E-14,40,1.066124398,3.175733656,3.38572713,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,40,
16,462250.6785,767.173933,0.716804781,901.1326235,657.8126915,2655.658108,137,198.9471985,248,0.967653005,0.683463885,43.70674264,40.0362773,933.6677247,5265,210791,10674747,606426773,230116,9917159,521741867,30295567385,12487508,560361767,29843393811,1.74E+12,758441668,34967178167,1.87E+12,1.08429E+14,5265,1.36E-11,2235460.071,50643.36199,6.34E-11,704171.0122,-1201324.7,548763653.3,2429887.211,-1145608.517,824724669.4,-1265671326,248459.7087,716719643.8,-3230943968,4.5333E+11,0.168301205,0.002630402,6.67E-06,5.21E-07,9.59E-13,2.57E-08,-1.53E-13,41,1.369892425,2.94702249,4.037103787,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,41,
17,67340.2223,292.8143336,0.408987805,314.3925433,275.9921811,958.7936999,102,195.9530639,235,0.970886076,0.478920006,16.74185137,15.42764016,329.5523711,767,11833,226103,4784377,12841,202623,3923581,83765847,266993,4322991,83920349,1783597203,6223117,103083645,2000648887,42224834961,767,-6.43E-13,43547.73403,-47536.26274,-1.68E-12,4516.672751,-1165.023891,495371.0418,52010.88657,52684.14395,1913842.31,2638796.153,11642.81236,631615.9265,1656350.129,57344042.04,0.162434825,0.000442743,0.000160092,5.13E-07,4.62E-12,1.08E-08,5.91E-13,42,1.139135689,3.049670612,3.473988633,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,42,
18,69974.1293,298.4858934,1.033366991,410.0276971,242.4357797,1121.023149,100,171.3739021,214,0.88752784,0.806475993,16.07528231,20.15683814,407.2448208,797,16065,402947,11211543,12812,285532,7772448,230241700,255562,6211014,178033126,5458160310,5731730,149389696,4438416408,1.39E+11,797,1.23E-12,79127.39523,-100510.656,-3.98E-13,27282.58971,195099.7297,4960605.093,49605.48306,182541.467,4758430.672,36490368.22,28654.41409,3902258.45,35328180.53,696727893.5,0.202662239,0.009539016,0.002269818,0.000176611,3.78E-08,3.54E-06,1.05E-07,45,1.69128376,2.734018108,4.624000425,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,45,
19,29675.3522,194.3806367,1.479113061,268.7370577,152.2963653,724.1536216,56,201.1804734,243,0.903743316,0.823916344,9.917159763,13.26627219,283.5876591,338,4484,76764,1494782,3352,45544,813102,16469152,38922,537982,9784720,201203746,489904,6839920,125315190,2590207132,338,-6.39E-14,17278.0355,17979.6379,2.49E-13,1075.455621,23286.57393,150560.8721,5679.680473,301.2234165,199557.1762,199211.8138,-8744.289626,14444.97965,394846.0528,2458675.168,0.200953363,0.01066132,0.001466671,0.000123693,4.17E-08,5.09E-06,3.23E-08,46,1.764566456,2.694654871,4.754897597,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,46,
20,557861.5026,842.7878295,1.260105667,1240.343705,729.2666461,4206.426571,142,184.2313503,220,0.727251917,0.808893425,41.61630469,67.73780296,1216.224556,6354,430406,35687970,3274050698,264430,19237244,1701488988,1.65E+11,13835736,1088542646,1.01E+11,1.01E+13,843362908,71247305198,6.88E+12,7.06004E+14,6354,1.15E-10,6533213.18,-28464995.97,4.76E-11,1325336.764,36736753.62,2836364663,2831136.551,41029049.9,2881760679,72647094505,31927820.38,2111203304,80646025874,3.78156E+12,0.231944033,0.01271864,0.002809313,0.00047047,3.57E-08,-2.94E-05,5.40E-07,49,1.700809589,3.391339478,5.768022703,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,49,
21,125725.1608,400.0977962,1.053971383,420.5443185,381.8011863,1313.911967,138,200.4567039,243,0.97414966,0.419243469,20.18156425,21.44273743,445.1489675,1432,30706,830972,25210582,28900,633308,17365186,531954356,739584,16421512,448276110,13629305320,21232966,475498856,12866977882,3.87E+11,1432,1.31E-12,172551.3045,-7677.037756,4.96E-12,13612.88827,11076.01793,3675625.201,156336.7933,13347.72214,13359389.72,6971460.344,-3238.086951,2764401.616,-3011451.55,655032312.4,0.160384399,0.000238796,5.99E-07,1.55E-08,1.41E-15,1.58E-10,5.06E-16,52,1.101474625,3.12431273,3.441351192,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,52,
22,432838.717,742.3660627,0.556362211,993.0503462,590.0874616,2926.170548,48,150.2322515,215,0.898159956,0.804304719,48.37971602,47.40385396,1056.194779,4930,233701,12924757,781501189,238512,12310423,714815317,44423248759,14375650,779039861,46079364915,2.88E+12,981099384,54736158151,3.26E+12,2.03371E+14,4930,-1.06E-11,1846428.927,-6237798.604,5.83E-11,1004034.985,-5671011.971,652349168.7,2836507.172,428792.9425,751247178.8,-2629991341,11150696.41,1115908003,-1088390110,4.77179E+11,0.192674568,0.00848546,0.000291801,2.19E-05,-1.59E-09,-1.86E-06,7.41E-10,53,1.682886709,2.946648737,4.958875996,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,53,
23,63740.5494,284.8806559,-0.118519972,338.6201043,245.9348963,966.5560621,131,199.8071625,238,0.955263158,0.687393095,17.38980716,12.61019284,354.7012231,726,9155,147097,2687969,12625,155916,2448182,44000502,278415,3344760,50250598,866403414,6967855,81458094,1168145120,19192090500,726,-6.75E-13,31650.68457,34804.99238,3.55E-15,-3287.684573,-26889.79128,-157111.3565,58868.68457,-51762.43737,1531047.533,-2333372.075,78841.69357,-724844.1635,-175010.9563,-30809529.75,0.171738742,0.00282228,0.000305315,1.48E-05,9.93E-10,7.26E-07,7.35E-11,54,1.376868876,2.854396564,3.93012979,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,54,
24,103863.7327,363.6528726,1.500735372,392.0871561,339.0553908,1206.019054,114,187.5249366,227,0.970467596,0.50221127,19.27810651,19.85038039,406.8134173,1183,23483,595451,17027345,22806,454988,11597214,332743430,536628,10691390,268647628,7584082568,14056284,279315392,6887221074,1.90E+11,1183,-5.68E-13,129304.5173,73928.43714,1.47E-12,2280.224852,27519.53981,154156.5311,96971.50296,-48796.76243,6526444.207,-6574980.058,-27741.66437,572630.1294,2339302.884,49151982.61,0.161684744,0.000544388,2.62E-05,2.73E-07,6.43E-13,6.28E-09,-3.43E-13,55,1.156410329,3.075895334,3.556997136,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,55,
25,60053.0796,276.5175505,-1.432793837,334.9487351,237.0121804,964.2825189,140,197.0423977,232,0.914438503,0.706605877,12.9122807,16.15935673,341.0731483,684,11053,232721,5546371,8832,139003,2955679,71610589,141910,2166081,45514561,1097669199,2531580,37467733,772692985,18431023003,684,1.09E-12,54111.63012,36931.07549,1.13E-12,-3716.438596,70830.63686,-528079.8479,27868.73684,-31117.91613,1714792.103,-3261098.867,-20499.6602,-376669.5998,4495726.469,-47701421.87,0.17522564,0.003398692,0.000475949,1.71E-05,-1.53E-09,-9.98E-07,-2.54E-10,60,1.413213171,2.878895837,4.068493515,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,60,
26,63740.5494,284.8806559,1.139753115,297.4996694,275.7185423,940.0536999,142,202.8663912,243,0.966711052,0.375589703,14.04820937,16.21625344,317.0606417,726,11773,235529,5254027,10199,167839,3360821,74981869,183693,3049159,60286581,1324388641,3742571,62216215,1209951713,26072969929,726,1.25E-12,44615.04821,-12348.81562,2.12E-12,2449.431129,-27380.89583,571886.5719,40415.31267,1526.513527,1664312.843,44810.40369,26487.72881,11199.02218,-1327472.089,26902887.63,0.161324668,0.000149875,5.99E-05,5.85E-07,1.35E-12,5.49E-09,-3.19E-12,62,1.078997687,3.159847881,3.409468555,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,62,
27,116418.6894,385.0050377,0.759688056,405.5275876,368.4544879,1288.741416,167,201.6214178,235,0.970007315,0.417709639,20.63650075,21.28582202,418.4101081,1326,28225,741787,21813247,27364,595990,15768810,463923418,707084,15578692,408157776,11819811760,20575414,456327772,11814842724,3.36E+11,1326,-2.32E-12,140994.6735,21325.89029,-4.83E-12,13524.76621,-114849.5179,2724673.463,142386.7934,-30379.87434,10012726.37,-9514148.836,106944.1635,2964794.164,-1608798.161,505877702.6,0.16117007,0.000237298,5.28E-05,3.52E-08,4.54E-14,5.33E-10,1.60E-14,63,1.100617853,3.177937718,3.497694989,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,63,
28,11062.4094,118.6806518,-0.228176481,387.9549966,100.3494537,640.489527,82,137.3492063,168,0.266949153,0.965967728,34.37301587,7.777777778,471.8611431,126,980,9170,93596,4331,30910,275874,2745340,161725,1060876,8944392,85836334,6307199,38157088,301849776,2768972974,126,-5.33E-15,1547.777778,-1802.765432,-1.42E-13,-2775.555556,3848.753086,-57929.09818,12855.46825,-6176.680776,131948.1637,-317259.9109,-135539.4208,-423978.9762,-264782.6238,-5708696.331,0.90723394,0.629559018,0.690031494,0.548086161,0.336274127,0.364379752,-0.023008998,64,3.866039945,1.650937693,6.382591067,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,64,
29,87094.5248,333.0047944,-1.053438251,387.9334876,289.3443807,1134.27433,119,181.7429435,238,0.956605593,0.666101846,16.27419355,19.86794355,404.5410011,992,19709,486317,13476611,16144,300479,7071507,188969981,333386,5945415,133117315,3390359409,7754290,134577803,2890771431,70434345197,992,-2.77E-13,94739.7006,49926.25056,-3.00E-12,-20269.08065,-37500.0838,-4113088.504,70655.41935,-18553.34489,4598975.506,2697227.072,28981.77003,-2473410.739,1007874.542,-391367736.3,0.16807354,0.00229599,3.24E-05,1.10E-06,6.51E-12,4.61E-08,8.80E-13,65,1.340732751,2.923888671,3.920153303,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,65,
30,129500.4275,406.0604208,-1.554922388,585.9164973,295.6472078,1569.841416,104,164.6020339,215,0.881123059,0.863359495,15.19118644,28.16813559,588.4479362,1475,41548,1530728,64199248,22407,626899,23114523,967086493,432235,11820879,425366823,17349998193,9393399,252042721,8822787213,3.49E+11,1475,1.99E-13,360398.3024,777997.642,-4.87E-13,-4264.414237,101189.759,-6576513.357,91846.08542,-224812.0647,16132511.58,-97871900.27,36734.51378,645994.32,8054315.712,-605918890.5,0.207868722,0.015252015,0.000312355,4.66E-05,4.78E-09,4.99E-06,2.94E-09,67,1.981809677,2.679292055,5.309846922,MC,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,67,
31,29324.1646,193.2270322,-0.103229611,251.2853121,151.6455907,658.5636216,92,170.6616766,215,0.951566952,0.797378344,12.90718563,8.341317365,250.0227846,334,2786,28808,332426,4311,34981,361503,4197319,70555,562255,5738953,66020557,1281297,10089877,101507571,1152945571,334,7.11E-14,5569.08982,-777.7619133,9.77E-13,-978.4191617,5995.405895,-39165.74078,14912.12275,-1009.371222,185551.4337,-37007.68194,-14316.55506,-69742.97625,175022.005,-2032183.558,0.183595796,0.007322087,0.000252261,1.74E-05,9.76E-10,1.21E-06,-6.19E-10,68,1.657056502,2.620780403,4.342781208,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,68,
32,43986.2469,236.6538167,1.287703706,269.5875485,213.462626,808.8736999,129,194.0958084,237,0.927777778,0.610765039,12.13772455,13.24151697,288.6507545,501,6634,113010,2195062,6081,83115,1452895,28842999,90815,1249521,21729109,429351033,1506375,20614695,352863691,6877442775,501,-3.94E-13,25165.77645,32172.05609,-1.24E-13,2593.335329,12531.36098,338009.4722,17005.49701,-15961.74306,549565.4266,-357083.1405,-8728.532109,103038.2205,497513.7929,12368913.36,0.168012372,0.00148396,0.000271037,8.78E-06,4.23E-10,3.36E-07,7.11E-11,69,1.262926225,3.000411942,3.789298928,C,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,69,
33,1295706.65,1284.423974,-0.841618252,1574.489307,1368.761561,9585.492079,30,163.8888061,249,0.692051583,0.494220048,88.13064101,88.32314677,1854.715703,14758,1303473,138347055,16361956209,1300632,111715327,11414666891,1.30E+12,137131986,11791286667,1.18E+12,1.30919E+14,16007293254,1.39E+12,1.37743E+14,1.50E+16,14758,1.16E-10,23220217.91,40943535.9,5.02E-10,-3160584.027,-219642294,-12455083033,22506454.12,236446733.5,28450615443,7.47808E+11,-45253032.48,-16003224582,-6.36E+11,-4.15E+13,0.209949373,0.000853074,0.001176107,0.000210145,1.04E-07,6.12E-06,1.17E-08,70,1.150302106,6.088000749,7.003040083,MC,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,70,
34,132661.1159,410.9858621,-0.735129078,503.1544177,391.8047636,1918.529132,55,195.3064196,247,0.834345665,0.627400355,24.42223693,27.53408339,538.1023845,1511,41604,1358866,48194244,36902,962738,31157534,1104111248,1125326,28341696,909114416,31996506174,38225780,941318060,30021290708,1.05E+12,1511,3.69E-13,213337.9947,-969018.0301,5.68E-12,-53324.7452,907482.5551,-26579511.59,224096.6128,-38504.80021,29957761.2,-252842730.9,-203079.3421,-12956696.05,238284312.3,-6347474963,0.191595017,0.00220423,0.001179129,0.000191878,7.81E-08,8.11E-06,-4.72E-08,72,1.284196785,3.813002659,4.896645755,MC,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,72,
35,80948.7418,321.0407126,0.714559773,444.6732752,234.1318243,1128.785511,75,161.3698482,216,0.967471144,0.850159329,18.18872017,18.14750542,444.4581251,922,16732,379902,9599932,16770,350765,8547171,225345077,394528,8860181,222729255,5971603601,10509504,246132977,6294496575,1.70E+11,922,-1.53E-12,76257.93926,-62124.33783,3.58E-12,46431.33406,-47985.94454,7473109.947,89503.16269,11428.89561,7596793.04,-9733054.503,77648.64575,8705494.336,-3561268.588,1254801847,0.194993791,0.012176017,8.77E-05,5.18E-06,-1.02E-10,-5.33E-07,-4.22E-11,74,1.899243199,2.538460424,4.821153698,I,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,74,
36,20895.6622,163.1109543,-1.147192209,483.5727085,220.8690281,1213.391338,81,171.7605042,231,0.326474623,0.889598077,10.64285714,23.27310924,388.7138599,238,5539,163231,5136283,2533,47202,1376556,45017142,40521,609068,16824394,556126472,781171,9939384,251502486,8188692660,238,-1.26E-12,34321.2479,-260134.1984,3.16E-13,-11748.78571,186173.3325,-3555328.353,13562.64286,-83900.36375,2571865.428,-34506949.03,61221.2449,-1569706.004,25218588.77,-444036295,0.845347976,0.306386926,0.323947644,0.235144129,0.061676679,0.119900779,-0.020196026,76,2.18940932,2.509222122,5.493714299,PS,/Users/jacobpietryga/Desktop/Academics/colloidal_crystal_ML/Images/Training_20240215/4 nM 9.bmp,76,
