,Unnamed: 0.1,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region,Unnamed: 0
1285,94,2198139.378,546.5285792,0.176173772,602.054053,504.1397208,2064.016297,108,199.9655689,252,8.812615276,5.122038569,310.766991,257.0122268,642.7847318,25036.64,686736.67,23425777.71,899041015.0,830369.4,23109521.47,796659616.3,30763818391.0,33941100.92,945574927.4,32363913576.0,1240000000000.0,1546420658.0,43030540304.0,1457470000000.0,55081800000000.0,25036.64,-2.11e-11,4589094.596,4738118.939,1.73e-10,333097.9313,1443081.23,75492037.43,6400930.176,-7499737.607,883442518.9,-1409923840.0,-3864232.23,260350803.1,261932032.9,79077780176.0,1.539308841,0.007802312,0.000633913,1.06e-05,2.7e-11,6.69e-08,-8.83e-11,96,1.194220626,3.428290678,4.094135439,C,../Images/Training/39.5 hold 1.bmp,96,94.0
1286,95,684450.5849,304.9694337,0.535995265,323.4767605,294.2938132,1110.045511,118,197.34375,244,8.595192944,3.889329077,164.5155769,156.7785697,360.4710973,7795.84,130439.77,2689255.59,61713827.77,136876.96,2334151.33,48664022.63,1122047483.0,2957846.64,51195777.89,1060251659.0,24110090464.0,71659286.32,1256465624.0,25734984292.0,574000000000.0,7795.84,9.65e-12,506741.121,-240274.8268,-4.13e-12,43929.98365,-23169.99453,2762359.136,554603.0923,162554.9599,19713711.69,9660230.124,251224.2263,8275017.317,-9374747.326,417776271.5,1.533238104,0.002229499,0.00016939,1.55e-05,-4.59e-11,-3.77e-08,7.16e-11,97,1.099162626,3.431608221,3.771895504,I,../Images/Training/39.5 hold 1.bmp,97,95.0
1287,96,1339285.519,426.6009817,-0.215527546,493.9572512,389.8736854,1763.510392,114,198.3912776,255,8.011743697,5.753417717,247.4762039,272.5530405,524.4689578,15254.36,443716.35,14603041.93,523493401.4,402891.26,11510539.02,375515324.5,13376295294.0,13244851.06,369770690.0,11779823506.0,410000000000.0,485944897.3,13318163083.0,414000000000.0,13997400000000.0,15254.36,7.99e-13,1696292.695,39512.12388,-1.44e-10,-208696.6172,1967449.666,-91926259.58,2603869.243,-4469388.433,187453404.7,-967724194.0,-1416555.566,-26051476.61,100586155.2,-11730776261.0,1.622467514,0.015161256,0.002187549,0.000185967,-8.17e-09,-5.82e-06,9.67e-09,98,1.266967404,3.57016804,4.523286535,B,../Images/Training/39.5 hold 1.bmp,98,96.0
1288,97,726406.0895,314.1774439,1.235107911,393.9306987,259.8676851,1244.164959,122,181.5277463,219,8.40824187,7.042002497,134.6393658,181.0649037,397.0934807,8273.71,159880.31,3947477.93,109296899.1,118886.56,2457919.66,63515575.7,1811214366.0,2162071.28,46646333.68,1227217760.0,35228495987.0,44173272.1,985192346.2,26180572515.0,752000000000.0,8273.71,-3.33e-11,857967.4775,-142301.4285,2.66e-11,160568.1614,587887.0804,26750311.08,453767.0067,252222.7923,37742661.59,-791337.9489,65512.23146,21260571.2,63319489.36,2780574828.0,1.682381673,0.046787032,0.00073401,8.73e-05,-1.3e-09,-3.31e-06,1.97e-09,99,1.515889513,3.158334609,4.787686314,C,../Images/Training/39.5 hold 1.bmp,99,97.0
1289,98,2215415.174,548.6720369,0.96894311,746.4539702,433.0471866,2518.713462,108,202.2629038,255,8.219351792,7.632027743,312.4945451,321.6905756,774.5425861,25233.41,866312.72,37622517.7,1849478017.0,841547.81,31990913.45,1501760605.0,78281839291.0,33563180.71,1378977850.0,67953539595.0,3664680000000.0,1480209962.0,64583941085.0,3293690000000.0,181754000000000.0,25233.41,5.81e-11,7880293.845,16730748.88,3.06e-10,3098917.787,34245467.0,2115671299.0,5497108.129,19986523.14,1778743404.0,23964537935.0,-5803218.532,1425338389.0,19254419545.0,912059000000.0,1.84458669,0.089470957,0.010284849,0.001625372,7.09e-07,0.000157788,1.94e-08,100,1.723724327,3.374238148,5.81625638,PS,../Images/Training/39.5 hold 1.bmp,100,98.0
1290,99,1024207.906,373.0605498,-1.377967362,391.6983671,367.4566253,1452.635628,107,203.2650602,255,8.255944798,3.245151425,204.2283695,238.502249,471.8611431,11665.65,296935.3,8826652.44,290290770.6,254264.32,6443252.39,190366326.5,6226491261.0,6668853.88,167666171.0,4855997337.0,155000000000.0,195312646.4,4866252184.0,138000000000.0,4272410000000.0,11665.65,-1.13e-12,1268516.169,1041637.6,-8.79e-12,-28744.63876,-555926.8494,-2359664.09,1126912.846,-828568.3453,62844770.92,-28651729.52,834065.8116,-10054741.21,-69132638.03,-658240671.0,1.545413148,0.001037507,0.000667248,4.38e-06,-2.46e-11,-2.79e-08,-5.68e-12,101,1.06597171,3.708556763,3.953216593,C,../Images/Training/39.5 hold 1.bmp,101,99.0
1291,100,1924194.613,511.3399929,-1.540691996,566.7114129,465.2472821,1864.306849,112,206.8922617,254,8.901880585,5.350138921,246.7646986,294.5561052,596.3031486,21916.43,688966.73,26667591.57,1149416204.0,577182.63,18095212.82,702594195.6,30435361258.0,18578995.29,584295565.7,22529972053.0,967000000000.0,664753516.2,20988395553.0,801000000000.0,33892100000000.0,21916.43,4.89e-12,5009175.713,-3846174.128,-1.17e-10,-49148.70256,3376896.273,-7978557.722,3378536.622,2833435.339,502262960.8,76917337.99,-2487392.525,-30449069.2,293157714.2,-9926316199.0,1.53314448,0.009515476,0.000475093,2.77e-06,2.18e-12,1.66e-08,-1.05e-11,102,1.218086456,3.289693495,4.00713109,C,../Images/Training/39.5 hold 1.bmp,102,100.0
1292,101,726406.0895,314.1774439,-0.895373978,341.2099583,300.73438,1275.823188,104,179.2253681,255,8.017160853,4.426526932,153.4854813,177.5418686,410.6797352,8273.71,156769.47,3596346.55,91719247.59,135527.68,2493291.41,55763559.19,1390453438.0,2812517.94,51042709.57,1110451546.0,26865646094.0,66026435.86,1190207974.0,25220048464.0,591000000000.0,8273.71,3.51e-11,625893.546,-142727.4529,1.88e-11,-74674.17786,-316632.3838,-13527793.19,592503.9383,197791.0683,28338175.08,68656350.72,544880.4685,-10464358.7,-67491012.82,-1324338038.0,1.562671122,0.004111504,0.000551961,1.1e-05,8.81e-11,-1.47e-07,-2.27e-11,103,1.134589129,3.739114749,4.242358947,C,../Images/Training/39.5 hold 1.bmp,103,101.0
1294,103,862144.4867,342.2750886,-1.088851362,414.768156,323.2612329,1585.756219,105,195.6020992,245,7.542058372,5.870809514,173.2019466,181.8477385,466.8103531,9819.76,190576.43,4799754.39,140797696.0,181515.64,3328861.16,78107870.24,2124456895.0,4187171.9,74600548.06,1651119952.0,41728687412.0,109259897.0,1924505743.0,40964759239.0,980000000000.0,9819.76,-1.19e-11,1101153.236,4905600.666,-8.79e-12,-193893.2312,-3088363.715,-79250192.16,831903.7911,506378.2841,70528864.83,537583202.6,1106104.469,-25278825.53,-282316185.4,-8217866127.0,1.760038229,0.019718502,0.0100487,0.002804393,1.56e-06,0.000124269,3.19e-07,105,1.283074225,3.823235212,4.905494558,C,../Images/Training/39.5 hold 1.bmp,105,103.0
1295,104,1514511.45,453.6506573,0.05375425,752.6630014,360.2759875,2779.798777,118,179.0532319,228,6.238759494,8.226820364,500.859837,198.5259207,843.5602376,17250.17,365486.22,9353096.52,268284875.9,922082.96,19824249.55,522599503.4,15400756590.0,56229707.32,1210876620.0,32191413844.0,955000000000.0,3642840865.0,78298895277.0,2084850000000.0,61835100000000.0,17250.17,-1.02e-11,1609394.457,1919333.638,-2.23e-10,287710.7462,10451533.24,8187965.106,6941092.476,-11242902.91,406769288.0,-1569195420.0,-104889224.7,453282009.5,1619500677.0,4626371899.0,2.522802604,0.267181049,0.100088329,0.045445908,0.000326858,0.007643523,-1.29e-05,106,2.089128966,3.693284739,7.71574813,I,../Images/Training/39.5 hold 1.bmp,106,104.0
1296,105,1616520.913,468.6794672,-1.426287918,587.941277,396.1994475,2011.344526,128,213.2427481,255,8.190413701,6.922973589,210.3934555,283.889542,584.6309363,18412.05,557842.95,21380831.43,909691800.3,413423.14,12173316.6,459947101.5,19442264522.0,11391727.42,335255845.2,12631553658.0,532608000000.0,350388826.2,10385024908.0,392000000000.0,16515000000000.0,18412.05,-1.86e-12,4479467.548,-9533645.083,1.84e-11,-352457.7715,1220436.082,-124216361.7,2108747.378,5940726.459,460371746.1,1292783724.0,-99774.68864,-98026270.82,537100359.0,-29891808661.0,1.70624994,0.043788926,0.002777666,5.16e-05,1.5e-09,3.35e-06,-1.45e-09,107,1.483952794,3.420995607,5.076595987,C,../Images/Training/39.5 hold 1.bmp,107,105.0
1298,107,962508.635,361.6492602,0.38727665,532.1995297,290.4622268,1740.556258,114,204.7017094,255,6.942938569,7.85140888,264.9707863,198.6600171,566.3232961,10962.9,232432.22,5807750.88,159814363.9,310015.82,7115596.74,182857892.5,5091756797.0,10755879.22,250691726.4,6447701154.0,179000000000.0,414264622.2,9627271959.0,246000000000.0,6745220000000.0,10962.9,7.79e-12,879790.496,-626007.355,-1.08e-11,542731.4144,-4391027.627,119823375.0,1989055.784,-8046703.589,197209569.0,-1918792293.0,-2392488.198,224767053.5,-2570354098.0,52127969478.0,2.095731083,0.137182749,0.032571997,0.005901309,6.56e-06,0.000361778,-5.76e-06,109,1.832250394,3.270495671,5.992366983,I,../Images/Training/39.5 hold 1.bmp,109,107.0
1300,109,221294.7204,173.4086632,1.172023809,314.992253,156.5275782,981.139054,120,181.3234201,224,5.123028455,8.131224118,109.757881,126.8955762,313.1599229,2520.53,34134.91,620097.23,12943877.29,29524.87,447820.41,9003960.95,201462824.0,410021.83,6797850.67,146729299.5,3447256254.0,6356579.89,114212476.1,2603838061.0,63472420169.0,2520.53,6.19e-12,157816.6459,271511.897,-1.36e-12,47972.44937,440936.2741,5531630.858,64174.74684,121152.1473,5822224.573,40934320.5,50230.29551,4122264.187,36412048.56,584308744.6,3.067832019,0.366354522,0.123347223,0.029961823,9.74e-05,0.003224724,0.000168256,111,2.012375434,3.114803759,6.268154566,I,../Images/Training/39.5 hold 1.bmp,111,109.0
1301,110,6715348.707,955.2555035,-1.181587209,1374.917925,744.0365541,4410.131452,102,198.1675854,255,7.696448984,7.879478632,416.0346576,565.3933529,1341.579834,76487.31,4615305.94,370941152.9,34462469646.0,3396090.91,179368682.5,12712094177.0,1060000000000.0,191411868.6,9312035765.0,593728000000.0,44711800000000.0,12428781526.0,577310000000.0,33945900000000.0,2318060000000000.0,76487.31,2.7e-10,92449872.19,922581853.5,-4.6e-10,-25554180.49,-674036875.8,-64303769880.0,40623019.16,31336864.02,44466803889.0,787441000000.0,322576730.1,-25692230799.0,-500000000000.0,-56900000000000.0,1.997054882,0.12734454,0.018209045,0.003043096,2.38e-06,0.000353832,4.14e-07,112,1.847917172,3.207559791,5.927304819,PS,../Images/Training/39.5 hold 1.bmp,112,110.0
1302,111,1311315.183,422.1227986,0.45199533,760.4045567,327.6476381,2767.213501,113,152.6976161,204,5.640400302,8.455547912,335.8563049,220.1656085,842.2582454,14935.78,350943.98,10342512.3,359207589.1,535354.95,14546166.03,492612223.9,19174619907.0,24381911.25,745826241.9,27694863265.0,1150000000000.0,1251936166.0,42139157212.0,1673690000000.0,72996900000000.0,14935.78,-6.92e-12,2096429.598,17671953.0,-9.64e-11,1967003.987,29460545.82,964603612.6,5192761.27,31918055.23,1301624823.0,27739783966.0,5739598.171,1708906430.0,34550849588.0,1057430000000.0,2.86881596,0.414335482,0.134060573,0.03835407,0.00026089,0.004337121,-0.000134487,113,2.32079975,3.639133244,8.445699525,C,../Images/Training/39.5 hold 1.bmp,113,111.0
1303,112,2844747.743,621.7376176,0.520741698,638.8645551,615.7032521,2399.177005,98,197.6466165,254,8.638085844,2.500111399,337.653288,333.5617033,693.1900415,32401.46,1153456.37,49971643.61,2417096753.0,1167605.07,41854712.45,1835513353.0,89872122952.0,51323603.43,1844595919.0,80511315915.0,3916410000000.0,2500655059.0,89898295049.0,3883300000000.0,186596000000000.0,32401.46,-2.02e-10,8909864.372,3798393.388,-1.9e-10,289255.0405,14162383.63,158465653.7,9248289.556,-3314904.216,1630894073.0,-820545786.5,-15354995.22,109239257.9,3357169359.0,131474000000.0,1.518524193,0.000335278,0.000762911,3.57e-07,1.14e-13,-5.1e-10,6.2e-13,114,1.037617639,3.755376607,3.89664501,I,../Images/Training/39.5 hold 1.bmp,114,112.0
1305,114,153836.8502,144.582408,1.150262507,196.1995947,121.8450805,630.1777945,164,205.9786096,241,6.925652174,7.344110789,78.31716578,81.92486631,202.7040927,1752.19,15319.95,177046.15,2351148.51,14645.31,139041.43,1656868.99,22209158.17,145844.05,1435399.67,17272348.79,231877975.1,1601398.59,16101754.69,194923407.3,2620768339.0,1752.19,-1.46e-12,43098.99358,49521.96312,3.16e-13,10992.86396,-15162.01316,434211.6525,23434.31989,-23523.93685,563693.9195,-183544.8497,-9349.720886,386164.0197,-345356.5723,14988132.0,1.902637006,0.075936222,0.007340666,0.000595866,-5.24e-08,-3.78e-05,-1.22e-07,116,1.610238131,3.211922,5.17195928,PS,../Images/Training/39.5 hold 1.bmp,116,114.0
1306,115,428604.2725,241.3312219,-0.985482862,337.4370387,205.8880522,1198.922597,123,209.5815739,255,7.210886263,7.423701033,141.0535701,160.3331094,355.5665001,4881.77,83533.55,1749257.19,40970484.29,73488.91,1143111.89,23189016.55,540621574.0,1329406.23,18760754.55,361604650.7,8212016974.0,26526123.31,340192888.9,6165353435.0,135000000000.0,4881.77,3.16e-12,319887.5197,90978.8691,2.33e-13,-114380.6871,770558.7941,-15222292.54,223123.08,-543431.7901,13117700.97,-94123822.42,-204091.0765,-11400967.02,82293408.78,-1343803069.0,2.000473767,0.089363537,0.025833007,0.001461257,8.32e-07,0.000115892,-4.76e-07,117,1.638934533,3.553026075,5.823177131,PS,../Images/Training/39.5 hold 1.bmp,117,115.0
1307,116,1206837.75,404.9577428,0.607162168,549.8247458,334.6696112,1877.890982,113,191.935242,255,7.662090301,7.434276326,223.0149421,254.5420859,555.0489367,13745.79,373413.24,11846153.68,410036971.9,327162.92,9760138.69,323378817.4,11472794552.0,10138771.02,313924206.3,10521379856.0,375000000000.0,359331329.4,11260568043.0,377000000000.0,13356800000000.0,13745.79,-3.55e-11,1702142.473,-4251017.264,1.97e-11,872547.2191,-5977559.87,268929269.9,2351981.303,-3036952.6,267909030.4,-1575695172.0,6060104.213,233092268.8,-1414758180.0,60845973313.0,1.883808605,0.079905118,0.009413121,0.000834408,-5.78e-08,-2.85e-05,-2.43e-07,118,1.642888172,3.415435549,5.611178666,PS,../Images/Training/39.5 hold 1.bmp,118,116.0
1308,117,9871.883436,36.62564429,0.112979609,44.6248405,33.47440746,88.54413378,157,182.8333333,193,8.031428571,6.196296726,24.20583333,10.93166667,47.77781284,112.44,131.18,243.62,524.72,290.47,346.69,684.01,1527.31,908.89,1077.55,2126.99,4731.85,3045.25,3551.23,6924.43,15188.77,112.44,-8.32e-15,90.57666667,29.15111111,-1.66e-14,7.808333333,36.43888889,12.36319444,158.5091667,-23.16472222,57.06590278,-14.32250772,-121.6798611,21.63559028,49.79619985,-20.71527939,1.729762731,0.025006675,0.027059308,0.003131754,2.51e-06,0.000151061,1.77e-06,119,1.333103224,1.984189362,2.645129234,PS,../Images/Training/39.5 hold 1.bmp,119,117.0
1309,118,2214592.517,548.5701574,-0.984289493,679.2127809,450.9041993,2307.027517,118,204.9654532,255,8.408013333,7.007394363,268.6008655,318.0091679,699.2431166,25224.04,856080.68,35919201.62,1680930007.0,723073.53,22404822.51,885913944.8,39804387500.0,25797568.33,754945407.0,28333727968.0,1220000000000.0,1028533628.0,28978033624.0,1040000000000.0,42793800000000.0,25224.04,8.44e-11,6864612.004,-4091820.403,3.25e-10,-2135626.968,1214826.981,-1125085657.0,5069908.138,1839672.235,1094048788.0,213110929.5,-1649147.993,-822853632.7,-562958336.5,-365000000000.0,1.646853058,0.043619675,9.09e-05,3.97e-06,3.83e-12,4.54e-09,7.08e-12,120,1.506335008,3.396619708,5.116447176,C,../Images/Training/39.5 hold 1.bmp,120,118.0
1310,119,5427067.919,858.7522585,0.399560207,916.8967656,825.0655196,3340.058186,113,198.0395634,255,8.729542438,4.087274096,451.3834516,391.2063771,1012.653836,61813.89,2580788.47,138770215.4,8392837341.0,2977776.63,126847602.5,6863695150.0,418000000000.0,179377677.7,7704238627.0,414702000000.0,25171700000000.0,12103467214.0,520005000000.0,27693500000000.0,1664190000000000.0,61813.89,-4.03e-10,31019851.69,8832986.725,1.01e-10,2522607.021,-31961060.08,4988405724.0,35928468.2,-27993771.37,15156545836.0,-37986148682.0,676681.6036,1157481574.0,-65597474394.0,3734040000000.0,1.538320099,0.002791944,0.000153218,1.15e-05,3.85e-11,1.9e-07,3.42e-11,121,1.111301762,3.642785438,4.048233876,I,../Images/Training/39.5 hold 1.bmp,121,119.0
1311,120,1104005.631,387.3208784,-0.818661679,635.3984616,309.1409989,2336.136375,112,152.7853949,204,5.942599244,8.186225662,265.1109538,354.4680775,628.2792869,12574.54,475696.16,20322049.54,931547709.4,355778.9,12082952.32,480744285.0,21074584205.0,12209297.4,378636771.4,13961920556.0,577398000000.0,465067712.8,13438968038.0,461000000000.0,17891000000000.0,12574.54,8.52e-12,2326414.182,-13254527.07,-1.7e-11,-1376200.583,9884136.928,-495488792.8,2143034.484,-5366908.326,365440375.0,-3877796458.0,-1645447.435,-393986186.9,2476676129.0,-106000000000.0,2.481697949,0.250378684,0.024216082,0.010166292,1.56e-05,0.001301367,6.81e-06,122,2.055367822,3.676647831,7.556863645,C,../Images/Training/39.5 hold 1.bmp,122,120.0
1312,121,2699960.12,605.708877,1.544126899,743.6477467,577.0786223,3177.610036,115,197.1032907,255,7.793294475,5.909843772,309.5811456,397.5712127,745.4304663,30752.34,1304828.72,67467110.84,3817048486.0,1016045.32,43239411.05,2222243818.0,125000000000.0,40863525.74,1776720313.0,91044422954.0,5061330000000.0,1826539095.0,81263826406.0,4157320000000.0,228920000000000.0,30752.34,1.74e-10,12102934.05,-72656680.2,3.02e-10,128379.0324,-17737514.42,255797943.1,7293784.631,34388516.25,1799050192.0,9162646526.0,-5543457.866,-65610464.64,-7150978060.0,-15059246136.0,1.800740423,0.02133432,0.009300789,0.000562338,2.67e-08,1.36e-05,1.35e-07,123,1.288641994,4.273004323,5.506372812,C,../Images/Training/39.5 hold 1.bmp,123,121.0
1314,123,969912.5476,363.0375543,-1.001665025,446.4205876,303.4852115,1389.927951,106,191.7480916,252,8.617184087,6.871769706,169.7805852,198.0813232,462.843857,11047.23,233537.88,6259441.1,189451168.0,200171.31,3848952.38,96275962.92,2782690494.0,4596144.29,82527286.96,1934067865.0,53121473136.0,119924652.9,2032123135.0,44736446861.0,1170000000000.0,11047.23,-4.39e-12,1322462.202,1213334.367,2.51e-11,-382658.9266,-963780.9713,-75936803.56,969121.6475,-767721.5112,99564043.74,38848233.5,1524210.201,-84442191.18,82261933.48,-13730138892.0,1.648572847,0.039247006,0.001492713,2.4e-05,-4.36e-10,-1.52e-06,-2.13e-10,125,1.470979707,3.113494292,4.579886922,I,../Images/Training/39.5 hold 1.bmp,125,123.0
1315,124,2119986.968,536.725043,0.45115753,757.3714681,434.0366898,2727.517084,115,180.3426465,253,7.583696608,7.67869019,344.3774971,278.6093326,787.6375406,24146.49,717976.25,25845467.77,1034614908.0,887460.81,28986151.22,1075810684.0,43205871098.0,41218133.39,1403337292.0,52572186064.0,2100000000000.0,2175650949.0,75851480821.0,2860000000000.0,113844000000000.0,24146.49,-3.5e-11,4497027.663,-1309988.271,-2.63e-10,2598225.506,-28605244.07,840678008.0,8601107.508,-13236606.62,1587946049.0,-9272664398.0,28516118.61,2090699579.0,-12807581614.0,677699000000.0,1.97233477,0.106105624,0.013659708,0.000198713,-1.05e-08,-1.29e-05,-3.33e-08,126,1.744948033,3.601293683,6.284070328,I,../Images/Training/39.5 hold 1.bmp,126,124.0
1316,125,4259717.703,760.8090557,0.656602763,982.3823394,724.0576995,3890.843146,111,201.9571263,255,7.388131567,6.332679039,409.8026864,440.4515257,1061.170599,48517.86,2280658.0,130986228.4,8263174316.0,2121958.31,107107345.6,6235370844.0,390000000000.0,120464083.8,6276855189.0,363000000000.0,22270900000000.0,7952195700.0,421000000000.0,24106800000000.0,1448200000000000.0,48517.86,-2.61e-11,23780327.05,-129701543.5,3.62e-10,7361371.739,-185457661.8,6267257065.0,27658938.07,-29655946.86,9837891196.0,-127000000000.0,264264066.4,9093354738.0,-141000000000.0,6710000000000.0,1.918539138,0.034413663,0.019356245,0.00090617,-3.93e-07,-5.07e-05,-9.73e-08,127,1.356773556,3.960620005,5.373664486,I,../Images/Training/39.5 hold 1.bmp,127,125.0
1317,126,2130681.508,538.0771284,-0.013423786,620.2604511,484.1898039,2148.67925,89,187.23861,243,8.627195165,5.856266143,305.0676641,266.8930541,646.0545353,24268.3,691253.01,23740122.47,897918320.3,790125.25,22470909.12,767179994.0,28804020383.0,32370791.99,937843712.3,31990514850.0,1190000000000.0,1492882924.0,44174730690.0,1508410000000.0,55874000000000.0,24268.3,-8.63e-11,4050621.193,-9044231.644,-1.82e-10,-34847.66311,-3763710.24,-23895453.27,6645961.215,18070206.84,778449416.3,4022816340.0,6200146.605,-2391077.083,-763643532.7,-6054684190.0,1.594577065,0.015986852,0.003944107,8e-05,-4.16e-09,-2.9e-06,-2.39e-09,128,1.281027494,3.464156462,4.437679672,I,../Images/Training/39.5 hold 1.bmp,128,126.0
1319,128,1409211.36,437.5959881,0.046677799,713.0822206,327.9343529,2497.034013,122,213.1465266,255,6.741205376,8.320368352,353.5164799,173.5337128,709.2167793,16050.81,297263.25,6744104.35,172307075.7,605573.73,11428841.99,261953501.3,6731113716.0,28647453.83,553834154.8,12798650208.0,329727000000.0,1484759996.0,29081473214.0,672337000000.0,17274200000000.0,16050.81,-1.33e-12,1238747.312,1521770.742,1.11e-10,213531.6664,-401025.4304,32778095.03,5800037.253,7166817.43,377401996.6,1898894453.0,-33720744.64,-139521352.7,-3112993739.0,-25017923947.0,2.398738729,0.26013382,0.010538964,0.008970581,9.13e-06,0.001240305,1.82e-06,130,2.174466366,3.501747682,7.614432557,I,../Images/Training/39.5 hold 1.bmp,130,128.0
1320,129,2843925.087,621.6477126,-0.884400411,759.044322,559.265157,2938.479997,102,192.6387041,255,7.814738239,6.335140327,322.3854614,451.0230662,880.2315846,32392.09,1559186.74,85897319.9,5111443448.0,1114486.54,50668387.44,2658135777.0,150886000000.0,47996700.6,2151051392.0,110000000000.0,6100000000000.0,2317810593.0,104000000000.0,5330530000000.0,290129000000000.0,32392.09,-6.8e-11,10846179.63,-67364128.12,2.73e-11,-2977198.105,-10645126.74,-2747260458.0,9651529.052,45607602.47,2502639666.0,14066961426.0,2286179.279,-1241768846.0,-17802760967.0,-982000000000.0,1.715167574,0.0275599,0.009265105,0.000117419,7.77e-09,-3.25e-06,1.05e-08,131,1.357217256,3.871289083,5.254180348,I,../Images/Training/39.5 hold 1.bmp,131,129.0
1321,130,742036.5716,317.5396187,0.147449893,419.0601568,250.4230927,1183.007795,145,211.5731707,255,8.896568421,7.512934349,200.6343459,101.4598559,426.7209517,8451.74,91516.79,1382927.67,24012283.49,180972.18,2058307.9,32049410.36,567948363.8,4916963.72,55908934.74,865304770.4,15232878432.0,148429345.4,1668332079.0,25420577174.0,441000000000.0,8451.74,-3.2e-12,391969.2577,549110.5055,2.72e-11,98712.24361,299842.749,9325356.928,1041911.963,-1560068.807,38476984.57,-103943115.4,-1474437.939,25553759.54,-38362553.84,1928220823.0,1.762382217,0.07438985,0.005895189,0.000429288,4.02e-08,1.64e-05,-6.08e-08,132,1.673408599,2.823002319,4.724036357,C,../Images/Training/39.5 hold 1.bmp,132,130.0
1322,131,3933122.892,731.0616832,-1.349139574,867.3466136,685.8013565,3339.17358,111,197.1165028,255,7.880029903,5.736483834,365.9571972,372.2522067,981.1244628,44797.97,1779737.8,94261768.98,5849338201.0,1749641.36,67581415.47,3522714288.0,215000000000.0,83767837.48,3076741043.0,154000000000.0,8970000000000.0,4482360238.0,156840000000.0,7465650000000.0,415931000000000.0,44797.97,-3.01e-10,23556184.85,232813645.2,-4.63e-10,-1928494.574,-5567468.476,-3898569711.0,15433381.95,-100555585.9,5761582908.0,-57943644777.0,5160939.578,-628799881.9,25388975943.0,-1530000000000.0,1.705732493,0.016515786,0.012225211,0.000747335,2.41e-07,2.84e-05,7.63e-09,133,1.264719886,3.849872158,4.869009878,C,../Images/Training/39.5 hold 1.bmp,133,131.0
1323,132,1514511.45,453.6506573,1.004829047,493.4395112,442.8242501,1885.320392,124,208.7544813,255,8.226118264,4.133762459,224.5033677,250.3739326,587.0288174,17250.17,460938.41,15139249.55,560521767.4,413310.7,11307388.05,377430430.7,14219326478.0,12478178.92,339131043.0,11234055591.0,422000000000.0,423154934.4,11277389705.0,367000000000.0,13659700000000.0,17250.17,-3.68e-11,2822604.681,5144316.408,1.65e-11,263393.881,620779.4382,175380592.7,2575335.369,-6917660.884,369657661.7,-1406725927.0,771143.8734,13965746.07,342018616.9,22996864239.0,1.592650492,0.003146249,0.003390555,2.56e-05,3.64e-10,-3.66e-07,7.2e-10,134,1.114301015,3.820773061,4.257491299,MC,../Images/Training/39.5 hold 1.bmp,134,132.0
1324,133,3052879.953,644.0804653,1.223353816,708.0941774,610.0511728,2923.012398,103,193.4112099,255,8.179738885,4.757058858,294.934069,342.329453,788.9740306,34772.07,1270384.6,58453339.5,3025913525.0,1094500.33,41011309.38,1912218637.0,99817509437.0,44034043.27,1662815604.0,77426855529.0,4030000000000.0,1986431389.0,75380466719.0,3500000000000.0,181296000000000.0,34772.07,-1.29e-11,12040312.27,10565951.58,-1.19e-10,1024148.307,-2517064.495,747425284.7,9583089.606,-10424779.92,2931209823.0,-979765223.8,-2885449.593,747270365.0,-4720998146.0,573413000000.0,1.570153498,0.00575863,0.000268759,4.43e-06,-3.07e-12,-8.79e-08,1.6e-11,135,1.160712755,4.127999483,4.791421653,C,../Images/Training/39.5 hold 1.bmp,135,133.0
1325,134,5090601.225,831.7059391,0.50196308,1011.80809,894.438911,5659.785231,104,196.0237557,255,6.631010979,4.380342446,604.652702,404.218287,1093.122047,57981.56,2501302.76,143064270.8,9723009522.0,3741590.92,165305971.0,9631641284.0,662000000000.0,281565501.6,12413005604.0,713017000000.0,48123700000000.0,22942651459.0,997000000000.0,55704100000000.0,3651820000000000.0,57981.56,4.29e-10,35159007.56,517777706.3,2.88e-10,3895141.525,63533194.54,4208417951.0,40118003.25,-236337025.0,11424099278.0,-156000000000.0,-404654780.2,3896077083.0,-33086757398.0,2971720000000.0,1.965901505,0.006207363,0.021870934,0.002300474,-1.74e-06,-4.3e-05,-8.17e-08,136,1.131221012,5.593733915,6.327749342,C,../Images/Training/39.5 hold 1.bmp,136,134.0
