Region,Unnamed: 0,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,RC_Labels
15,14,255927.96349999995,570.8393852317281,1.2296130571059156,615.2002211841491,550.1345753714539,2621.2318078827184,118.0,199.7351629502573,255.0,0.867817802917535,0.447594505566377,30.56295025728988,30.841509433962266,696.4753208118719,2915.0,89903.0,3540495.0,158375411.0,89091.0,2797313.0,110480741.0,4943829185.0,3368525.0,105564071.0,4094864719.0,180053362151.0,143295447.0,4450630409.0,168445116785.0,7226608908269.0,2915.0,-1.3855583347321954e-12,767750.7773584907,1824015.3709362731,1.999111987061042e-11,49612.08301886775,-787454.6241133994,34695397.04894355,645641.1986277874,-1358907.8169701274,118473284.01574846,-229840519.01374725,877985.3091264473,16752187.974555925,-355029438.53077257,9606796974.676258,0.1663357126575179,0.0003428699874743,0.000215319573979,1.066752983479664e-06,7.635678972839957e-12,1.8882873055241196e-08,1.425054615672694e-11,15,1.1182722350595078,4.260778389899343,4.764710173165989,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
16,15,148640.15169999996,435.0339286537011,-1.1573533486953989,615.2338731586774,358.17143501117835,2467.4306268032824,104.0,181.5818074424099,255.0,0.7491150442477876,0.8130662380941326,21.010041346721795,36.1801535735381,642.7164339738015,1693.0,61253.0,2623647.0,124119509.0,35570.0,1175976.0,46595770.0,2077647600.0,950616.0,29440928.0,1094408662.0,46344017300.0,29141498.0,853081476.0,29934870370.0,1209010460616.0,1693.0,3.61666252501891e-12,407504.0531600709,-291560.8330937069,-4.853006885241484e-12,-110952.06261075022,-498636.6200870898,-40276248.483726,203288.8292971057,-290290.0235506412,49485316.4832274,-28780417.2164098,626803.1174269927,-36035390.79107162,113906437.637659,-12359548223.50579,0.2130983325095539,0.0110701223296064,0.0003480935730421,2.552204736762942e-05,-1.909298862220773e-09,2.480307522566097e-06,-1.463363247706376e-09,16,1.717707815363546,4.010557179069524,6.888965410450097,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
17,16,436877.3743999999,745.8213923495016,0.8504623079573209,952.5408559031551,610.3000556285609,3660.864405092821,108.0,210.01406752411572,255.0,0.8330822032479491,0.7677850736764394,45.22467845659164,48.104702572347264,1000.96864226608,4976.0,239369.0,13904397.0,895279355.0,225038.0,11764699.0,717957037.0,47773571197.0,12321042.0,678900423.0,42526369405.0,2874684347229.0,753555950.0,42956767033.0,2735516258059.0,186726699226003.0,4976.0,-4.092726157978177e-12,2389622.4499598066,-3491681.563878216,4.8665071972209255e-11,939312.9425241152,-1235585.9027552246,942276401.9999394,2143770.8094855305,1240110.6170651382,945754853.1487622,951349735.2983066,2438096.21261864,775481285.1777576,4681395794.408795,695491530511.9607,0.1830891680163392,0.0058550962180396,2.942664966397064e-05,2.1357614390551176e-06,-9.650708508951428e-12,-1.2287997249213268e-07,-1.3912041979670178e-11,17,1.5607746503023223,3.843262346602193,5.998466445038121,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
18,17,657247.5933999999,914.7861097540218,0.4942067420268431,1049.1762617274192,877.8530886762284,4524.740545541232,74.0,205.75086828747,255.0,0.8249035812672176,0.5476508467750768,63.22027785199038,44.22602190756078,1137.6353119079945,7486.0,331076.0,19144730.0,1288606082.0,473267.0,21665386.0,1275974226.0,86366163472.0,35390303.0,1618560778.0,94065514562.0,6255788290216.0,2905326881.0,131099365894.0,7437201079506.0,481518961800328.0,7486.0,9.720224625198169e-12,4502555.570932406,43650590.96553098,-1.8965096160172834e-10,734669.2898744354,656075.7810665879,502172673.732137,5470231.761822068,-39503531.06358612,2043066242.4420843,-26556560310.799217,-23717051.720476776,1291601799.025494,-9215409533.533487,698366756306.8551,0.1779577525523728,0.0009856231669884,0.001146584491428,2.3352239934249937e-05,-1.4056194893571063e-09,1.646574149953529e-07,3.553243535761535e-09,18,1.1951615540927698,4.312660046360047,5.15432548328147,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
19,18,215277.99879999997,523.5460449507844,-0.0146569669595192,572.5918619602245,520.8854569079593,2595.062398422436,125.0,205.4127243066884,255.0,0.8228187919463087,0.4152712741162933,31.00774877650897,35.75244698205547,667.641266924087,2452.0,87665.0,3607853.0,161590331.0,76031.0,2716848.0,110183482.0,4834150980.0,2929813.0,105250344.0,4194129702.0,179074197960.0,129282941.0,4669377930.0,183141915892.0,7622678625198.0,2452.0,-1.0189182830799837e-11,473614.7353181077,-1265013.5303115123,1.7827517240220914e-11,-1446.2964926590178,-1584500.169225973,-906002.3928683728,572262.8527732461,592052.8467645671,56103998.57313391,207471841.05111164,2946869.988007592,-3706484.035263043,-255776829.2089485,-2132525641.565007,0.1739562051571833,0.0002694442908395,0.0007733389086275,2.6050015546014315e-05,-6.683415185717739e-10,2.697042813168563e-07,3.636497794700314e-09,19,1.099266363394365,4.532132869542431,4.982021217921974,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
20,19,153117.79359999998,441.537801115733,0.4843653497935621,643.6130674617115,371.59040829672927,2421.1894065486413,133.0,214.2368119266055,255.0,0.7389830508474576,0.8164963276402578,28.43922018348624,28.111811926605505,634.5365106910712,1744.0,49027.0,1624003.0,58547653.0,49598.0,1535573.0,53507233.0,1981876775.0,1850466.0,60454923.0,2141436159.0,79496380509.0,80528702.0,2695218227.0,95562522271.0,3522820770641.0,1744.0,1.7053025658242404e-13,245765.196674312,-923823.878270058,1.1052492254748358e-11,141283.35206422012,-621607.9388217,34293090.00538568,439937.55733944935,398994.1161912934,41400262.26895012,-88087943.08817299,2879929.8636215394,54563890.32477779,-9528312.018101702,9924908939.83756,0.2254462067895173,0.0127064743886782,0.0016741729696176,0.0003331835647945,1.1168094354078445e-07,5.44073970607914e-06,2.22374079423212e-07,20,1.7320497329623257,3.761871113178848,6.515747857020109,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
21,20,206498.30879999997,512.7590200914002,1.5576486827948195,560.2745478211525,497.27273701111335,2537.510587628077,131.0,214.97321428571428,255.0,0.8340425531914893,0.4607077517285078,27.926020408163264,34.313350340136054,641.5542589680158,2352.0,80705.0,3294821.0,148167965.0,65682.0,2255236.0,91505688.0,4073443204.0,2248282.0,78031258.0,3139609582.0,137297834170.0,86557092.0,3044243218.0,121690258170.0,5236142219794.0,2352.0,1.0714984455262309e-11,525562.0607993199,-955972.5164193036,1.368860580441833e-11,1466.5229591836785,-606193.1194055419,-7076938.63091593,414045.1275510204,803261.7704038247,55713457.34999528,38201388.05128259,646257.620913163,3452622.707025893,-8524834.8547103,-523077351.7278527,0.1698524031419092,0.0004066611550683,0.0002417999331513,3.463071098208924e-07,5.329581740734872e-13,5.9918764612786386e-09,-3.1238473521200118e-12,21,1.1266946810491063,4.529048477208509,5.102854829484382,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
22,21,233627.55089999997,545.402453739903,-1.1328837399826637,866.2415504580324,368.8964055880488,3133.147830805513,95.0,190.0037579857197,255.0,0.777842736042093,0.9047897330417948,28.01728673431041,42.80834272829763,930.4178813844884,2661.0,113913.0,6088607.0,363108813.0,74554.0,2744653.0,133430789.0,7439531677.0,2555828.0,83750105.0,3738312613.0,193803746213.0,97938784.0,2934986425.0,122323701797.0,5936871528001.0,2661.0,-3.2684965844964614e-13,1212180.2547914318,-1317217.7850855796,6.30961949354969e-12,-446880.1837655016,1104940.9987069506,-418897648.9322346,467027.2048102217,-619915.4897007026,238161531.1007284,-1853759650.0529485,161747.86063790362,-153145147.3121979,1238975318.821408,-148904192236.0003,0.2371453458669647,0.027005898008233,7.672117514015487e-05,4.015097888350007e-05,2.228427954551713e-09,6.3368467180490935e-06,8.597404115831215e-12,22,2.348197318640657,3.616944753052812,8.493299970790005,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
23,22,538721.7783999998,828.2040037749957,0.6435923139721477,951.0537083396528,774.4849073248955,4196.952121284359,51.0,197.45893089960887,255.0,0.8656884875846501,0.5803824641494871,48.337679269882656,39.83653846153846,1087.3238043011845,6136.0,244437.0,12836807.0,764906631.0,296600.0,12454353.0,683683783.0,42445303461.0,17808640.0,777020193.0,43800705883.0,2783657105385.0,1196649596.0,53777748417.0,3089833880059.0,199561933309425.0,6136.0,-1.5418777365994174e-11,3099283.048076924,6603258.525332825,5.664446689479519e-11,638835.6923076919,12284318.130177556,961997409.4147408,3471684.3285528016,5825951.090462343,1725371386.6058488,14060488929.569395,194940.2474702352,784553243.6612797,17867833357.064278,1146385597574.3037,0.1745253867739146,0.0012494194738634,0.0001680894531345,3.566473790256307e-05,2.419310213691056e-09,1.211692417104955e-06,1.3312585492463983e-09,23,1.227982236122113,4.412949641520654,5.4190237686888105,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
25,24,248026.24249999996,561.958023417295,0.3141980096639176,891.1792216523733,423.9834820319054,3058.796610550872,114.0,202.7104424778761,255.0,0.7404980340760158,0.8795775314985266,47.28424778761062,27.682477876106194,890.8894297273932,2825.0,78203.0,2644383.0,101796011.0,133578.0,4060959.0,147187389.0,5949939687.0,7795276.0,249516187.0,9346666565.0,385268784403.0,498998358.0,16499879697.0,629299692615.0,26162672187045.0,2825.0,-6.750155989720953e-13,479530.1826548672,2043769.762011623,-2.789590780594153e-11,363188.97026548686,2041786.7142146104,132070273.50728288,1479140.749026549,-622602.9356624302,240664230.36850703,254324681.64144865,-9475519.336260742,338632829.945126,-352197967.01469064,109938117606.0257,0.2454282630347142,0.0239729501911003,0.0014377515132738,0.0003183548534225,1.4813688221468716e-07,2.6374922473605503e-05,1.5634836457662037e-07,25,2.101919672392593,3.432302432814162,7.214424005133041,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
27,26,486394.8259999999,786.9543359164994,-0.8873050270560479,1416.5492550855772,523.8356721822157,4895.383537415026,90.0,203.2416967509025,255.0,0.7368981111997872,0.9291125739004652,57.73916967509025,72.23862815884476,1448.8395639614482,5540.0,400202.0,34099292.0,3145354358.0,319875.0,19762323.0,1542928989.0,134981530197.0,22275849.0,1194769383.0,85576396313.0,7098488539245.0,1722445629.0,81339186615.0,5335471632177.0,417801419276289.0,5540.0,1.375610736431554e-11,5189248.533574007,-67660107.74923635,-4.3200998334214085e-11,-3345008.1823104727,57341786.95199071,-6688528086.771303,3806532.100180505,-28131399.827595185,5282404574.691687,-142265814524.67386,-3315401.6796892374,-4760189306.075501,84861337166.0561,-9845100823853.348,0.2931023678711606,0.0495429898362391,0.0059450395363912,0.002317672875032,8.535599225948889e-06,0.0004863548024011,1.0756780316697538e-06,27,2.704186313208605,3.455851266618529,9.345265695674447,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
28,27,298421.66309999995,616.4107903537656,-0.3750464241087004,883.5404052450962,465.614393597622,3141.9090510601545,92.0,175.7822889085025,255.0,0.8153034300791556,0.8498732841851598,47.82847896440129,32.39835245660488,933.6677246751116,3399.0,110122.0,4275416.0,183175906.0,162569.0,4801938.0,178231902.0,7484087658.0,9481237.0,261817110.0,9354661922.0,384762355554.0,608116331.0,15881684088.0,547568639484.0,22029890304456.0,3399.0,1.2789769243681806e-13,707644.6307737571,-1193568.7902722345,6.750866532456712e-11,-465029.76051779895,3877653.948067736,-189466119.7230713,1705809.003236246,-876015.8131108441,352080520.2241403,-1587659844.5231068,-8529313.468145482,-503232446.40477455,2245676575.122452,-201882705538.3104,0.2088991296879542,0.0139451025289966,0.0009005670355046,5.713442812451682e-05,4.8789688505456755e-09,-1.1150796809364523e-07,-1.2006545957228705e-08,28,1.8975796654788133,3.556044559375393,6.747877845407314,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
32,31,838109.2073999998,1033.0119968656336,-0.156584714193678,1311.672409473002,1052.7643893605753,7271.996487201975,76.0,201.4431175361408,255.0,0.6716858992400788,0.5965010649023882,68.01875130944899,70.35816048606746,1630.7569104560002,9546.0,671639.0,54888007.0,4876034633.0,649307.0,45043246.0,3532464400.0,298542562318.0,55755459.0,3886731604.0,296715031038.0,24063704768704.0,5620360295.0,393609738268.0,29449692536230.0,2312192645247484.0,9546.0,1.4736656339664478e-11,7632722.449298133,-59833194.33305058,-3.1798208510736004e-10,-640800.110727006,-110778263.94425422,-220358013.0275244,11590407.643515607,51052918.44486073,5549899069.92324,43475799097.26885,251213484.9759708,-3352058371.958016,-112202624970.66048,-2971805261856.264,0.2109508331597688,0.0020840361022806,0.0048681175688241,0.0002497694262565,2.366094468944428e-07,1.1200762083133975e-05,1.4096112738543257e-07,32,1.2459315899445285,5.544064535232304,6.907525141137056,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
33,32,775597.8145999998,993.74131863322,-0.5184089146045292,1246.3905906437683,814.6547257942426,4680.815269858975,116.0,201.3828390310165,255.0,0.9033643521832498,0.7568305815062881,66.33891781752321,51.92585465247906,1303.541791658403,8834.0,458713.0,29366493.0,2091011797.0,586038.0,28022113.0,1687336775.0,114799724593.0,47272616.0,2161546123.0,124331284933.0,8120327076451.0,4243331424.0,188818939069.0,10468669780247.0,659239080764341.0,8834.0,-4.634159722627373e-11,5547428.434797374,-9978375.37167932,-4.884270765614929e-11,-2408411.0088295187,-10686990.74004605,-2769586566.5771136,8395489.280054336,26417895.512663703,4316429415.659676,29656898567.40469,-6578110.618175973,-4980094154.537548,-36734595794.40747,-4731653594889.909,0.1786647493849364,0.0051415991834269,0.0001600677310777,1.0563854983482325e-05,3.941682771656586e-10,6.701244708290461e-07,1.825678324411732e-10,33,1.529961775436345,3.7554963147156815,5.7457658093070565,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
34,33,226867.18959999995,537.453511665567,0.6449684613963667,590.4320759914557,515.1847685333931,2496.815311945821,124.0,220.00270897832817,255.0,0.8436173685928828,0.4885149539732777,30.976780185758518,30.18421052631579,640.458520749002,2584.0,77996.0,2897780.0,118959212.0,80044.0,2489584.0,94208976.0,3898500922.0,3065456.0,98178330.0,3734255210.0,153624194112.0,132366238.0,4355247148.0,165874569636.0,6765436496362.0,2584.0,-3.005595772265224e-12,543532.3157894737,-1320177.2742382318,-7.958078640513122e-13,73519.05263157895,6852.788658953582,11960359.36436884,585950.6068111457,1095193.671174841,78303305.2345205,48879734.65502121,1106555.025084108,46462005.507367365,99784372.35554571,9219508294.5344,0.1691588212830054,0.0005253005732059,0.0001943739502526,1.120021415747222e-05,-1.873114677292232e-10,-3.019675207004584e-08,4.87864207000384e-10,34,1.1460588745126792,4.228793477646281,4.846446293537856,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
35,34,333101.43859999994,651.2433677464146,0.355000472388874,761.4345290438044,627.0858451904564,3348.6578308055127,75.0,169.09725882973115,255.0,0.8048366567670768,0.5672314072065149,48.99762783342119,36.09040590405904,859.7964282317064,3794.0,136927.0,6064691.0,300778195.0,185897.0,6873305.0,316857113.0,16403465789.0,10613537.0,403638621.0,19171175297.0,1019522112273.0,659326397.0,25724600837.0,1249422034769.0,67663878723713.0,3794.0,1.2519763004092964e-11,1122939.9907749072,846314.9813728051,4.561684363579843e-12,164206.81365313628,7849059.343393246,174573821.85991287,1505024.9786505008,4500273.906074264,395440107.5216048,3010188068.125123,-8197046.490085483,85068147.11788726,4631803459.516916,114423810897.24924,0.1825681096102277,0.0012251192499131,0.0014855725350189,3.651764876582996e-05,-4.6207142285556234e-09,-1.0691409057870544e-06,-7.140935577950797e-09,35,1.2142428901621023,4.3978276569762285,5.340030964641643,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
37,36,649433.6692999998,909.3319687744504,-0.0567384475200734,1082.8006313350425,800.7971531331104,4303.018695571667,86.0,200.0896309314587,255.0,0.8835403726708074,0.6730895028832009,61.81181560091929,51.62106259294308,1183.6279539196428,7397.0,381841.0,23096803.0,1525284163.0,457222.0,23443926.0,1405115368.0,91828318866.0,34426540.0,1789518668.0,107037338590.0,6930852489272.0,2900969128.0,153668768478.0,9196748116852.0,591026786180286.0,7397.0,6.03890271122509e-11,3385764.8384480188,-16550907.660897711,-1.4441070561588276e-10,-158359.48087062358,-6190590.658342719,-227612225.03908187,6164818.04731648,31961065.86200572,1850513163.098129,16266493310.06648,10884993.034436904,-193922521.12279725,-9821552949.720596,-297341676543.9518,0.1745495126585267,0.0026132183877348,0.0006100272791603,1.1718624973447896e-05,-8.000946075932285e-10,-5.319297703538613e-07,-5.84422447910811e-10,37,1.3521534474724295,3.973971358204923,5.373419072153481,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
38,37,649784.8568999999,909.5778006169448,0.4436311543885167,1184.4046714912658,737.3545224457521,4780.0040887795385,118.0,191.7615187136873,255.0,0.8460219478737997,0.7825777465180217,65.6647750304013,44.06296446426158,1246.3508942910098,7401.0,326110.0,18067734.0,1129339060.0,485985.0,23168676.0,1363687576.0,89162483808.0,38469003.0,1940896482.0,118102330490.0,7891934876898.0,3355491333.0,176599297182.0,10971482159794.0,741847635138918.0,7401.0,-2.2808421817899216e-11,3698360.6585596544,7299670.259994975,-3.7323388824006537e-10,1754736.214835836,22636128.62393898,1791746589.9316084,6556907.306850426,15389452.265641851,2828703346.046922,27314971570.48518,-31682781.03788796,3016222260.393136,26147216289.960518,2477884569142.208,0.1872260195963118,0.0068285938983962,0.0005147103172193,2.686946599866506e-05,-3.154097756271078e-09,-2.20207324411215e-06,-1.9100094203740407e-10,38,1.6062892888520983,4.035786250961936,6.4826402270167245,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
39,38,925818.3104999998,1085.7202605498792,-0.0669858806353869,1319.5929565083109,965.559463208813,6173.813221101744,79.0,202.11626363205312,255.0,0.811965811965812,0.6816159944494437,69.77278330962541,53.19914651493599,1418.1240394972506,10545.0,560985.0,36869641.0,2706690099.0,735754.0,38735892.0,2573079734.0,191619318216.0,64379954.0,3397678528.0,227888254682.0,17139523000816.0,6271761916.0,333906624294.0,22624572132512.0,1716796553182650.0,10545.0,-5.2295945351943366e-12,7025717.792318635,-2267714.9243944017,3.9219116843014485e-10,-405592.84495021193,43736648.17115156,-770575825.5067282,13044349.588809865,29318605.89445218,8279788893.639136,42378852942.21155,-40487818.47571583,40892514.96345277,89194969142.55513,-142907216698.94406,0.1804910462409268,0.0029828234542519,0.0002885297349808,5.693113138568259e-06,-2.882170140210853e-11,-3.092155017302809e-07,-2.2893132484207575e-10,39,1.3666615126146138,4.678573942557158,6.394026941214482,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
40,39,458299.8179999999,763.8883764153817,1.1877106491200171,976.0309460893072,734.0916271784065,4825.303576590232,59.0,191.2507662835249,255.0,0.7115594329334788,0.6590270777572826,41.61551724137931,58.49808429118774,1062.1629653683092,5220.0,305360.0,21188130.0,1621685042.0,217233.0,13240739.0,941717633.0,73260801017.0,11257567.0,691656439.0,48863711873.0,3767990952037.0,659767707.0,40019772317.0,2770116942239.0,209746892933831.0,5220.0,1.4281908988778014e-11,3325154.980842912,-6810365.413866491,9.279688129026907e-11,533024.6551724133,-2399198.7427004613,722512311.1778002,2217303.3431034484,-11253857.734509174,907257893.2089248,-8613688619.094854,6729782.406938194,60272425.62968045,5246026334.395631,192160306159.6468,0.2034049090569119,0.0031836700496009,0.0002374627735379,8.903378384596513e-05,-1.2608135951292085e-08,1.647067054450755e-06,2.9376028720301593e-09,40,1.329576458787347,4.94380182915708,6.57316252895708,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
41,40,834597.3313999998,1030.845442473758,-1.4460007604070635,1091.6344054807157,999.0445133925956,4738.642907700103,88.0,201.7904481380181,255.0,0.8818999907227015,0.4030400870653396,66.37849779086892,60.120345045234586,1238.8968503471142,9506.0,571504.0,42402770.0,3522475612.0,630994.0,37773795.0,2811328049.0,234349696899.0,48658842.0,2906533253.0,214682446335.0,17719532753825.0,4107880264.0,245270445903.0,17924964453809.0,1459240976963355.0,9506.0,9.094947017729282e-12,8043752.325268251,6020118.219207536,-5.4143356464919634e-11,-161782.00147275455,16148653.729578229,-625268909.685772,6774408.164948453,2624574.913170439,3488656369.5921106,-1403243222.9119265,-21370647.02619061,-80893551.67870998,20494189149.96653,-34789194307.32651,0.1639829421764285,0.0002101395932497,6.283975198714935e-05,1.3140468156885198e-06,-1.1896706994938754e-11,1.2753647721671976e-08,1.025236273810745e-12,41,1.092678445101209,4.340869877230903,4.743174947839339,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
43,42,969453.3697999998,1111.0114163257374,0.5950397864054954,1545.1458513211733,830.5761921634395,6123.414992720896,62.0,192.70186560405725,255.0,0.8540490370484957,0.8432388737241512,79.39177685201956,59.36333997464227,1621.984620303164,11042.0,655490.0,48527480.0,4055051372.0,876644.0,58234830.0,4628677310.0,406024148322.0,84172204.0,5980314022.0,494517597118.0,44549745136930.0,8941218182.0,664554959412.0,56364770140148.0,5161315436883936.0,11042.0,-6.185985057527432e-11,9615404.280021736,32693052.110225163,-1.0527401173021643e-10,6194314.191269699,40564088.15696894,11375951806.362432,14573879.173338171,15639.483892046104,14070806644.056353,84152600531.56075,-55454981.50658588,16641364919.562088,43270961863.561066,27012907733730.176,0.1983935360319735,0.0119780627588915,0.0001976672503973,7.868435414116087e-06,-2.7647014688788677e-10,-8.131018592268971e-07,-1.4091984001022008e-10,43,1.8603300526788056,3.963001283979169,7.372490387391143,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
47,46,181388.39539999995,480.5734886355443,0.9518687981096784,632.2176382980016,432.3836476428277,2849.3842092167947,109.0,201.1181026137464,255.0,0.7104539202200826,0.7295609257537159,35.90948693126815,29.927395934172317,668.1670722955448,2066.0,61830.0,2332944.0,100848714.0,74189.0,2368136.0,92206418.0,4034650406.0,3044363.0,100166184.0,3917473162.0,170493681270.0,135568115.0,4523238758.0,175598572040.0,7536164098028.0,2066.0,1.6910917111090384e-12,482533.1093901258,2147856.387617153,1.759303813742008e-11,147852.42303969013,-418080.0876515421,53489336.84481218,380274.074056147,-1562282.1741447975,56531686.12769663,-298040035.0834119,-1064292.147774925,62377140.149502486,-533912522.9488736,16144363272.04164,0.2021403986561273,0.0053734564341348,0.001242004037501,6.748972034867038e-05,-1.7885975157136633e-08,-4.375712148860266e-06,7.867138346128535e-09,47,1.462168242819968,4.506967279317999,6.58994442724749,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
48,47,553998.4389999999,839.8647035423924,0.8316384107770541,1152.220926944542,709.3173057802552,5548.1825130364105,128.0,208.48589540412044,255.0,0.7203196347031964,0.7880519299186433,67.63851030110935,59.77416798732171,1203.233510587201,6310.0,377175.0,26828089.0,2116868139.0,426799.0,27355388.0,2028366542.0,164101979222.0,32808803.0,2200223058.0,166693956680.0,13634414810208.0,2733195793.0,188859728546.0,14470628390228.0,1188017545821896.0,6310.0,5.148592663317686e-11,4282767.189381934,1243749.4777715164,-5.2082782531215344e-11,1843832.877179081,-6672584.467676668,2352941906.5841894,3940754.441996832,-10324062.09814724,2194326192.616622,-4665462234.430633,-19036286.52085741,2273706964.3456774,-20621815022.809128,2006783276150.3584,0.2065375973884626,0.0086517773672444,0.0001038478718578,7.431468906641407e-05,5.451168941889642e-09,3.825999773539436e-06,3.5924305224195964e-09,48,1.6244083114214858,4.815207208351157,7.821862610462269,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
50,49,178930.08219999995,477.3058310975817,0.4704056587117667,707.112937479381,377.8194784454852,2683.273579501872,104.0,196.8694798822375,255.0,0.7539770625231225,0.845286847507418,32.69528949950932,26.212953876349363,751.5884875382271,2038.0,53422.0,1713924.0,62257978.0,66633.0,1956055.0,69121007.0,2716195177.0,2797515.0,89020211.0,3341344075.0,137406682877.0,131877711.0,4465245625.0,175097830337.0,7430873663947.0,2038.0,-5.211830966800335e-12,313575.57801766426,891482.9137785388,3.979039320256561e-12,209407.24435721288,2105400.764424897,83423185.07301372,618929.7747791953,1995818.38149738,123724267.39779592,1354330707.1049757,-60028.13676360992,141021993.24463925,1771763080.0409293,59007515239.02843,0.2245137656356651,0.0155727349098408,0.0018950380602459,0.0003561110426205,2.698987137423042e-07,2.519134835089838e-05,-1.1284978496984725e-07,50,1.8715629495566328,3.79468884994077,7.101999056644815,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
