,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region
0,8906906.830130998,1100.1419330860506,0.9910798849208343,1273.6183295960666,1020.2945919662113,6436.953377802565,79.0,139.8865798466796,203.0,7.757225110873221,5.6082413819885035,564.4120365752285,679.9044047289184,1407.684635491913,101448.98999999999,7361324.989999999,638704316.55,60829731174.17,6110889.119999999,462650027.9,41256576869.619995,4000181368999.9995,455868396.7,36016171637.56,3285371813757.4,322588055731755.06,38393837566.14,3153580524927.0796,293316519982537.94,2.9097651638789896e+16,101448.98999999999,5.081221843283856e-10,104553058.77603398,-688950631.7139342,-1.9850853050229488e-09,19232692.841512896,-7584200.69599698,33894919805.721897,87772412.33451372,620519816.42359,80375097355.929,559454179853.7502,359982476.127361,46169299513.241234,516368804608.6644,71789038172999.47,1.6406673343165943,0.013678252555643752,0.0047713915177425075,9.24405509829765e-05,-2.710173239268629e-09,-2.5211973455626456e-06,5.965251510378825e-09,1,1.248284896954785,5.054067791128659,6.308916491851537,,../Images/Additional/Images for model (from Alexa)/1.tif,1
1,4968847.996119998,821.6996831631116,1.1556755060798818,1172.7003245095073,663.1040706723885,4954.210033351924,80.0,136.99105960264902,201.0,7.06993129294191,7.728209054064769,366.9316821192052,610.007167218543,1221.4469786691518,56594.799999999996,3684443.2899999996,289140125.27,24671368193.71,2216267.36,158193288.35,13045811805.289999,1147674178896.47,110634981.94,8528415618.889999,729348175414.83,65459966419884.164,6462613770.919999,528253412804.44995,46423749565552.43,4228598710018718.5,56594.799999999996,-5.392806201598432e-11,49274936.99782616,-568085190.6015906,3.3801576648784247e-10,13909513.102132447,-88070574.97903794,21879956207.64418,23845365.03170862,236439737.508651,19148233830.252647,82178998384.55707,262536948.28022087,15754404004.794048,229817566129.27756,19038845381907.383,2.0043063360580344,0.113912831945277,0.02534738115923915,0.0018643481684527824,-3.6899218150274094e-07,-4.6464219740461105e-05,-1.3170715880519959e-06,2,1.768501169537969,4.2246172613826705,7.471240567605546,,../Images/Additional/Images for model (from Alexa)/1.tif,2
2,5344802.223640998,852.2187471233987,0.14890625504520275,1222.9080546166194,678.9960542714947,4810.111804971078,67.0,132.8430044635986,197.0,7.356723867069486,7.792995297123253,520.5332815145451,427.35391719255034,1194.4085683299495,60876.88999999999,2776518.4,147599856.82,8589229626.82,3381904.7299999995,160821676.42,8585362627.82,494994305919.57996,251698692.18999997,12283225069.619999,659431936888.8999,37966918781389.26,21560914481.329998,1066473874269.2799,57445040789682.67,3306029412148779.0,60876.88999999999,4.356854788056807e-10,20966344.077503465,-55111411.658382595,-3.773632784032088e-10,6577254.441609982,-214239156.7669655,6103662489.313178,63823135.426236704,72789452.18849415,21657864967.8621,4884191772.108392,487096078.0735885,10081328973.790016,-206482435616.49582,7909332494153.166,2.0087053475490286,0.12037880933507804,0.012457708315118696,0.0006892633588708899,2.1535166724090768e-07,7.701971852851248e-05,9.350985795435913e-09,3,1.8010532563826107,3.933338885791412,7.084152808710973,,../Images/Additional/Images for model (from Alexa)/1.tif,3
3,3080850.288984999,647.0242547767579,0.0585922522444107,776.0665057106136,616.63961266561,3533.565586172257,73.0,138.1615487316422,198.0,7.404652880354504,5.689199769987802,351.7290333778371,346.9577142857143,813.518919386636,35090.649999999994,1299356.64,57630840.9,2849801526.06,1317225.23,49099202.91,2156582268.41,105984924084.87,64471624.91,2345397888.0099998,99839083777.95,4777878305580.25,3587868752.0299997,126517139520.32999,5181039630737.39,239131455499894.75,35090.649999999994,-2.737015591947056e-10,9517520.744571429,10973423.879167296,3.343539844991028e-10,324234.3934285709,-30763645.206062354,1093404260.0528307,15025909.126777034,-66236361.150777146,3442236337.0326734,-36189015042.87271,39668186.87932751,-248037905.53564078,-30092322056.994843,715836891569.4976,1.7499740550443557,0.01669089980378593,0.008892583002564416,0.00045394259389845134,-9.700598124659731e-08,-1.8768096802798813e-05,-8.014735714022795e-09,4,1.258541439392505,4.553173677991309,5.730357754503247,,../Images/Additional/Images for model (from Alexa)/1.tif,4
4,9804425.565853998,1154.240584996525,0.6726932258743221,1283.5227524852141,1099.6241102830384,6084.32735487977,80.0,143.10479946299714,222.0,7.836607719298246,4.832820712190574,597.7498649102198,639.4305621748615,1379.5555085968813,111671.65999999999,7620733.4399999995,629707027.04,57460145454.899994,7123982.89,503136261.21999997,42284955264.71999,3902694416110.9595,571904761.99,41737351457.18,3538291914869.1997,327280565141630.56,51868924846.09,3868964561634.82,328316101458435.2,3.024192107887416e+16,111671.65999999999,-8.316905564242915e-10,109650477.65643899,-478131113.60007674,7.810913871253433e-10,16979123.09013928,-203970113.26335278,41623487404.88775,117437332.94835453,542909564.2669145,84935402780.33336,891860691469.2349,401230712.5121054,18106961184.70377,-416205064583.0046,41269701996045.28,1.598773941427364,0.0064208593811053575,0.002425819851068701,1.913380281982857e-05,4.3354577002800833e-10,3.7958334790669544e-07,7.472375877797953e-11,5,1.1672377319508218,4.740334632244752,5.5330974448292976,,../Images/Additional/Images for model (from Alexa)/1.tif,5
5,8349145.415996998,1065.138975023623,-1.1425632021263143,1166.7363470731736,1046.4265225416498,6770.392196723128,65.0,138.34693073209183,204.0,7.21792258064516,4.144041517037824,506.74998522021866,608.9124366932701,1408.3705353350729,95096.12999999999,6179852.319999999,490644270.91999996,43645979997.52,5143005.6,327410578.46999997,25310990685.929996,2190738891445.41,355381068.53999996,22353854067.05,1694797412704.23,143592856826430.94,27785743897.62,1734838794067.71,129826176210219.56,1.0842642438155824e+16,95096.12999999999,1.6021294868551194e-09,89044598.0730673,188122481.02279648,-2.717441702770884e-09,-6809279.782202199,-339112488.9345794,-17350024914.451202,77236136.65232633,-4176620.3957747407,66494538764.97475,185138483306.44354,211765941.98959693,-10399973889.565939,-208528614275.78433,-21640503461262.707,1.614341568539818,0.0032683134005337153,0.0015372474395565334,4.961079553148439e-05,1.3423458347362365e-09,8.688978377679088e-07,-5.79686232044337e-10,6,1.1149720710817852,5.802846730289198,6.470012037040712,,../Images/Additional/Images for model (from Alexa)/1.tif,6
6,3632030.447494999,702.522121508978,-0.5385457573156929,913.660182878732,607.2756013583015,4121.107514492231,63.0,127.40543601359003,197.0,6.949193683856878,7.000737345997099,424.99476104190256,359.7443306908267,1011.352502839638,41368.549999999996,1588271.22,75449039.03999999,4056055035.0599995,1876351.8699999999,65997042.169999994,3015742436.39,159906047600.33,106079053.69,3414355017.0699997,148602225472.49,7687133589567.789,6782673771.789999,200103094666.55,8261013747569.81,415316920322006.1,41368.549999999996,-2.176430058398182e-10,14470216.521920716,48208635.27661845,8.625161029840455e-10,-6042119.795168739,57555709.142141916,-3974596684.313906,20973427.796597958,-110255404.8037188,7800718337.99665,-72107825621.37305,68667801.26468498,-8012408070.854653,126837123302.95367,-5313193159156.104,1.8183477934673273,0.052897532540100434,0.00982563136063884,0.0012585803157868472,4.215572975786827e-07,9.330594492659222e-05,-2.1307754691030458e-07,7,1.5045231206969882,4.510547347600914,6.78622277146405,,../Images/Additional/Images for model (from Alexa)/1.tif,7
7,12805478.130397996,1319.1165321073715,1.393260809211932,1423.4073909717113,1361.5222763697016,8818.722193811487,72.0,140.9725041757677,220.0,7.385731213287421,2.7328172473152437,775.5700571758962,839.0520178594372,1659.574871164299,145853.41999999998,13060683.709999999,1379348395.59,158638679072.15,12072523.51,1084164479.77,115572418575.90999,13411306257069.248,1192292143.4099998,109549593756.96999,11826729912073.95,1380443977240497.2,130722837053.46999,12379335429736.748,1354522758912953.0,1.58885031330805e+17,145853.41999999998,2.728360470882762e-10,209808051.7800341,-2452547509.424867,2.0677750001141246e-09,3110561.7634904007,844439890.543633,-21151151775.2723,193029843.63326037,2268905823.6047177,190432709663.2509,2807772188969.625,80102842.00046666,46208881002.27106,2059860600396.3638,65234907111785.66,1.6625559370341763,0.0005820872306116719,0.010714996972678737,0.00010376106905009108,-8.750848598908778e-09,-8.17259503271356e-07,7.730486274695485e-09,8,1.0454528843751403,6.195501196457361,6.477104595985979,,../Images/Additional/Images for model (from Alexa)/1.tif,8
8,9720514.556647997,1149.2906971626603,1.0669821883400559,1306.2413692188702,1080.7135650154366,6505.035622435821,81.0,149.75812457684495,229.0,7.703584748121346,5.263059896017895,554.8362711577521,716.1174754570073,1444.1051781985964,110715.91999999998,8461644.09,771286330.91,77119877172.68999,6555945.38,518986768.72999996,47853294014.95,4792826029687.909,490144868.65999997,39983050386.81,3687261986358.7095,365330506776995.75,41927223038.299995,3494258923578.4697,320997767706761.5,3.1369077508481636e+16,110715.91999999998,-6.721700174239231e-10,124591431.87622122,-871139205.4651514,-2.8994655565384163e-10,17937990.207093757,-559624700.1835712,40222360376.20065,101940355.47397088,398567873.4543914,68092169726.227005,27397171864.11756,831111546.5424643,30411692524.850586,-290400949047.3851,37120808626403.41,1.6225130068620457,0.009855732774764486,0.0048984614802697855,0.00013762791061479424,-9.260293564894128e-09,-2.0601157702445247e-06,-7.726084927474602e-09,9,1.208684161561544,4.979964481086539,6.019204193428353,,../Images/Additional/Images for model (from Alexa)/1.tif,9
9,8572908.107212998,1079.3178216032281,1.5222521501574504,1421.8074742573137,886.4399945077979,6941.049912914667,79.0,138.30227425391038,212.0,7.616596723868954,7.325984162000306,484.0336455234622,809.4840197677765,1514.1467728394098,97644.76999999999,8435632.969999999,869078640.93,97926738064.90999,5044114.619999999,439929605.04999995,45272866346.17,5074999546558.81,315389758.61999995,28109313919.23,2895710530532.71,322566515069048.3,22088342926.679996,2011328992590.43,207367922047095.2,2.295828522066872e+16,97644.76999999999,-4.740343229059362e-10,140315558.12944633,-1397880485.303362,-1.309453239173308e-09,4163310.6244918713,-341175239.2766522,11525024295.745583,54821862.35993666,432330521.22091615,53621051330.177666,635453928672.2129,132045550.95591839,2764650373.6466794,-220363972249.46524,8235919768746.445,1.7968911428365202,0.0667715073012755,0.007466115817427825,0.0008475650084862139,2.2130127270668307e-07,6.769911327283139e-05,5.293839895050018e-08,10,1.6039523070558006,4.881849363283415,7.830253548937325,,../Images/Additional/Images for model (from Alexa)/1.tif,10
